O*NET-SOC CODE	TITLE	DESCRIPTION
35-9021.00	Lavaplatos	Lavan los platos, la cocina, los equipos y utensilios para la preparación de alimentos.
35-9031.00	Jefes de salón, restaurante, lounge, y confitería	Reciben a los clientes, los llevan a las mesas o al lounge, y contribuyen a garantizar la calidad de las instalaciones y los servicios.
35-9099.99	Otras ocupaciones relacionadas con la elaboración de alimentos y la restauración	Todos los trabajadores relacionados con la elaboración de alimentos y la restauración no clasificados bajo otros epígrafes.
37-1011.00	Supervisores y responsables directos, trabajadores de limpieza y atención a edificios	Supervisan las actividades laborales del personal de limpieza en hoteles, hospitales, oficinas y otros establecimientos.
37-1011.01	Supervisores de limpieza	Supervisan las actividades del personal de limpieza para garantizar la limpieza, el orden y la estética de los cuartos de hoteles, hospitales, instituciones educativas y de establecimientos semejantes. Asignan responsabilidades, supervisan el trabajo y atienden las quejas respecto al servicio y equipo de limpieza, para así poder tomar luego acciones correctivas. Pueden comprar los suministros y equipos de limpieza, realizan inventarios periódicos, seleccionan a candidatos, entrenan a los empleados nuevos y recomiendan a quién despedir.
37-1011.02	Supervisores de conserjería	Supervisan las actividades del personal de conserjería en empresas industriales o de comercio. Asignan responsabilidades, supervisan el trabajo y atienden las quejas respecto a los servicios de conserjería para poder luego corregir los errores.  Pueden comprar los suministros y equipos utilizados en el área de conserjería, realizan inventarios periódicos, seleccionan a candidatos, entrenan a los empleados nuevos y recomiendan a quién despedir.
37-1012.00	Supervisores y responsables directos, trabajadores de jardinería ornamental, cuidado del césped y atención de áreas verdes	Planifican, organizan, dirigen y coordinan las actividades de los trabajadores encargados de la jardinería ornamental y mantenimiento de las áreas verdes, tales como sembrar y cuidar de los árboles, los arbustos, las flores y el césped con fines ornamenta
37-1012.01	Gerentes para el mantenimiento del césped	Planean, dirigen y coordinan las actividades de los trabajadores que se encargan de podar los árboles y arbustos, de cultivar los céspedes, de aplicar pesticidas y otros químicos de acuerdo con las especificaciones estipuladas por el contrato.
37-1012.02	Supervisores y gerentes de primera línea/supervisores de empleados de jardinería ornamental	Supervisan y coordinan directamente las actividades de los empleados de jardinería ornamental. Por lo regular, los Supervisores y Gerentes se encuentran en empresas más pequeñas donde realizan tanto funciones de supervisión como de administración, por ejemplo: contabilidad, mercadotecnia y trabajo de recursos humanos. Pueden desempeñar los mismos trabajos de jardinería que realizan los empleados que supervisan.
37-2011.00	Conserjes y empleados de limpieza, excepto doncellas y sirvientas de limpieza	Mantienen los edificios limpios y en buen estado de orden. Realizan labores de limpieza arduas, como limpiar los pisos, lavar las alfombras, lavar las paredes y los cristales, y botar la basura. Entre sus deberes se incluye atender las calderas, realizar labores de mantenimiento de rutina, notificar a la gerencia la necesidad de reparaciones, y limpiar la nieve o los desechos de la acera.
37-2012.00	Doncellas y sirvientas de limpieza	Realizan combinaciones de tareas de limpieza más ligeras para mantener limpios y en buen estado de orden hogares privados o establecimientos comerciales, tales como hoteles, restaurantes, y hospitales. Entre sus deberes se incluye hacer las camas, reabastecer de ropa blanca, limpiar habitaciones y pasillos, y pasar la aspiradora.
37-2019.99	Otros limpiadores de edificios	Todos los limpiadores de edificios no clasificados bajo otros epígrafes.
37-2021.00	Encargados del control de plagas	Atomizan o expelen sustancias químicas o gases tóxicos y ponen trampas para destruir animales dañinos y alimañas tales como ratones, termitas y cucarachas, que infestan las edificaciones y zonas circundantes.
37-3011.00	Jardineros generales y ornamentales	Crean jardines ornamentales y mantienen las áreas verdes de una propiedad utilizando herramientas o equipos manuales o eléctricos.  Por lo general llevan a cabo diversas tareas, entre las cuales se incluye a los combinaciones de las siguientes: echar el césped, segar, recortar, sembrar, irrigar, fertilizar, cavar, rastrillar, instalar aspersores, así como instalar unidades de paredes de hormigón segmentadas.
37-3012.00	Atomizadores, aplicadores y encargados del manejo de plaguicidas, vegetación	Mezclan o aplican plaguicidas, herbicidas, fungicidas o insecticidas mediante atomizadores, pulverizadores, vaporizadores, incorporación a los suelos y aplicación de productos químicos a árboles, arbustos, céspedes o cultivos. Por lo general requieren entrenamiento específico y certificación del estatal o federal.
37-3013.00	Podadores de árboles	Cortan las ramas muertas de los árboles y los arbustos y las que resultan molestas para despejar el tránsito por carreteras, aceras y otros accesos, o mejorar la apariencia, salud y valor de los árboles. Podan o trabajan los árboles y arbustos utilizando sierras de mano, ganchos y tijeras de podar. Pueden utilizar elevadores montados en camiones y podadoras eléctricas. Pueden llenar cavidades en los árboles para promover la curación y evitar el deterioro.
37-3019.99	Otros trabajadores de mantenimiento de áreas verdes	Todos los trabajadores de mantenimiento de áreas verdes no clasificados bajo otros epígrafes.
39-1011.00	Supervisores de juegos de azar	Supervisan las operaciones de juegos de azar y el personal en el área asignada. Circulan entre las mesas y observan las operaciones.  Se cercioran de que los encargados de las estaciones y los juegos de azar estén en sus puestos en cada turno. Pueden explicar e interpretar el reglamento de operaciones del establecimiento a los clientes.  Pueden planificar y organizar actividades y crear un ambiente amistoso para los clientes de hoteles y casinos.  Pueden atender las quejas sobre el servicio.
39-1012.00	Encargados de máquinas tragamonedas	Coordinan y supervisan las funciones de los trabajadores del departamento de máquinas tragamonedas a fin de ofrecer servicio a los clientes.  Atienden y dan solución a las quejas de los jugadores.  Verifican y pagan las ganancias y los premios. Restablecen las máquinas tragamonedas a su estado inicial después de efectuar los pagos.  Realizan reparaciones o ajustes menores a las máquinas tragamonedas. Recomiendan el retiro de las máquinas tragamonedas que deban ser reparadas.  Informan sobre peligros y hacen cumplir las normas de seguridad y protección.
39-1021.00	Supervisores y jefes directos de trabajadores de los servicios personales	Supervisan y coordinan las actividades de los trabajadores de los servicios personales, como los supervisores de tripulantes, peluqueros o caddies.
39-2011.00	Entrenadores de animales	Entrenan animales para montar, enjaezar, para fines de seguridad, rendimiento u obediencia, o para asistir a personas con discapacidades. Acostumbran a los animales a la voz y el contacto humanos y los enseñan a responder a las órdenes de mando de manera condicionada. Entrenan a los animales para su presentación en espectáculos o competencias conforme a las normas establecidas. Pueden entrenar animales para transportar cargas o trabajar como bestias de carga.
39-2021.00	Cuidadores de animales no destinados a la explotación agropecuaria	Dan alimento y agua, cepillan, bañan, ejercitan y prestan cuidados de otra índole a animales domésticos u otros animales no destinados a la explotación agropecuaria, tales como perros, gatos, pájaros o peces ornamentales, animales de zoológico y ratones. Trabajan en establecimientos como perreras, refugios de animales, zoológicos, circos y acuarios. Pueden llevar registros de la alimentación, los tratamientos y los animales dados de alta o de baja. Pueden limpiar, desinfectar y reparar las jaulas, corrales y los tanques de peces.
39-3011.00	Dealers de salas de juego	Operan los juegos de mesa.  De pie o sentados detrás de la mesa operan los juegos de azar o de suerte, entregando a los jugadores la cantidad apropiada de naipes o fichas, u operan otros equipos de juego.  Comparan la mano del establecimiento con las manos de los jugadores y efectúan los pagos o recogen el dinero o las fichas de los jugadores.
39-3012.00	Corredores de apuestas de juegos de azar y deportes y afines	Prestan asistencia en la operación de juegos como la lotería keno y el bingo. Inspeccionan los boletos ganadores presentados por los jugadores, calculan las ganancias y pagan a los clientes. Pueden operar los equipos de lotería keno y de bingo. Pueden poner a funcionar los equipos de juegos de azar que seleccionan números de manera aleatoria.  Pueden anunciar el número seleccionado hasta alcanzar la cantidad total de números específica del juego.  Pueden recoger billetes y números y apuestas de los jugadores, recibir, verificar y llevar registros de las apuestas en efectivo de los clientes.
39-3019.99	Otros trabajadores de los servicios relacionadas con los juegos de azar	Todos los demás trabajadores de servicios relacionados con los juegos de azar no clasificados bajo otros epígrafes.
39-3021.00	Proyeccionistas de películas	Preparan y operan los equipos de proyección de películas y otros equipos de reproducción de sonido.
39-3031.00	Acomodadores, porteros y personal auxiliar	Prestan ayuda al público que asiste a los espectáculos, realizando tareas como recoger los boletos de entrada y las invitaciones, ayudan a los clientes a encontrar sus asientos, buscan objetos perdidos y muestran la ubicación de los servicios sanitarios y los teléfonos.
39-3091.00	Empleados de instalaciones recreativas y de atracciones	Realizan una gama de tareas como asistentes en instalaciones recreativas o de atracciones. Pueden preparar los programas de las instalaciones recreativas, dar mantenimiento y ofrecer equipos a los participantes en eventos deportivos y actividades recreativas u operar concesiones y aparatos en parques de diversiones.
39-3092.00	Vestuaristas	Seleccionan, ajustan y cuidan del vestuario de los miembros de un elenco, y prestan asistencia a los artistas.
39-3093.00	Empleados de vestidores, guardarropías y camerinos	Ofrecen artículos de uso personal a los usuarios en vestidores, camerinos o guardarropías.
39-3099.99	Otros empleados relacionados con la recreación y afines	Todos los empleados relacionados con la recreación y afines no clasificados bajo otros epígrafes.
39-4011.00	Embalsamadores	Preparan los cadáveres para su enterramiento de conformidad con las normas legales.
39-4021.00	Asistentes funerarios	Realizan una gama de tareas durante los funerales, como colocar el ataúd en el salón de una funeraria o en una capilla antes de que tenga lugar el funeral; colocan arreglos florales o luces alrededor del ataúd; guían o acompañan a los dolientes; cierran el ataúd y despachan y almacenan los equipos funerarios.
39-5011.00	Barberos	Brindan servicios de barbería, como corte, recorte, lavado y peinado del cabello, recorte de barba o afeitado.
39-5012.00	Peluqueros, estilistas y cosmetólogos	Brindan servicios de belleza, como lavado, corte, teñido y peinado del cabello y masajes y tratamiento del cuero cabelludo. Pueden también aplicar maquillaje, colocar pelucas, realizar depilaciones y brindar servicios de manicure y tratamientos de la piel.
39-5091.00	Maquillistas, representaciones teatrales y espectáculos	Aplican maquillaje a los actores y otros artistas, reflejando la época, la ambientación y la condición social de los personajes respectivos.
39-5092.00	Manicuras y pedicuros	Limpian y dan forma a las uñas de manos y pies de los clientes. Pueden pulir o decorar las uñas.
39-5093.00	Lavadores de cabellos	Lavan y enjuagan el cabello de los clientes.
39-5094.00	Especialistas en cuidados de la piel	Brindan tratamientos faciales y corporales con el fin de mejorar la apariencia de las personas.
39-6011.00	Porteadores y botones	Transportan y entregan el equipaje de viajeros en terminales de transporte o de huéspedes de hoteles o establecimientos similares.
39-6012.00	Conserjes	Prestan servicios personales y asisten a los clientes de hoteles y edificios de apartamentos u oficinas. Pueden recibir y entregar mensajes, disponer o sugerir  servicios de transporte, comerciales o espectáculos, o supervisar el cumplimiento de las solicitudes de los huéspedes relacionadas con los servicios de  administración interior y mantenimiento.
39-6021.00	Guías y acompañantes, turismo	Acompañan a particulares o grupos en excursiones o visitas a lugares de interés, incluidos establecimientos industriales, edificios públicos y galerías de arte.
39-6022.00	Guías, viajes	Planifican, organizan y dirigen cruceros, giras y expediciones a grandes distancias de particulares y grupos.
39-6031.00	Auxiliares de vuelo	Prestan servicios personales con el fin de garantizar la seguridad y la comodidad de los pasajeros de líneas aéreas durante el vuelo. Reciben a los pasajeros, verifican sus boletos, explican el uso de los dispositivos de seguridad y sirven comidas o bebidas.
39-6032.00	Empleados de transporte, excepto auxiliares de vuelo y porteadores	Prestan servicios con el fin de garantizar la seguridad y la comodidad de los pasajeros de embarcaciones, ómnibus, trenes o dentro de estaciones o terminales. Entre otras tareas, reciben a los pasajeros, explican el uso de los dispositivos de seguridad, sirven comidas o bebidas o responden a preguntas relacionadas con el viaje.
39-9011.00	Niñeras y celadoras infantiles	Cuidan a los niños en escuelas, empresas, residencias privadas e instituciones de cuidado de niños. Realizan una gama de tareas, entre las que se incluyen, vestir, dar de comer, bañar y vigilar a los niños durante el juego.
39-9021.00	Ayudantes de cuidados personales y a domicilio	Ayudan a los ancianos o a adultos discapacitados a realizar las actividades de la vida diaria en sus propio hogares o en establecimientos no residenciales. En los lugares donde residen esas personas pueden realizar tareas domésticas (arreglar las camas, lavar la ropa y la vajilla) y elaborar las comidas. Pueden ofrecer comidas y supervisar actividades en establecimientos de cuidados no residenciales. Pueden ofrecer a familias, ancianos y personas con discapacidad consejos sobre nutrición, higiene personal y cuestiones prácticas del hogar.
39-9031.00	Entrenadores e instructores de ejercicios aeróbicos	Dan instrucciones o enseñan a grupos o personas para realizar ejercicios físicos o actividades deportivas básicas. Hacen demostraciones de las técnicas y métodos. Observan a los participantes  y les enseñan las medidas correctivas necesarias para mejorar sus habilidades. Los entrenadores e instructores cuyo empleo requiera título docente deben incluirse en la categoría docente apropiada.
39-9032.00	Trabajadores de la recreación	Dirigen actividades recreativas para grupos en instalaciones recreativas públicas, privadas o de organizaciones de voluntarios. Organizan y dan promoción a actividades relacionadas, entre otros intereses, con la artesanía, los deportes y juegos, la música, el teatro, la recreación social, la acampada y las aficiones y pasatiempos, tomando en cuenta las necesidades y los intereses de los miembros del grupo.
39-9041.00	Consejeros de internados	Coordinan actividades para los residentes de escuelas internas, asociaciones o hermandades estudiantiles, dormitorios de residencias universitarias o establecimientos similares. Hacen pedidos de suministros y determinan las necesidades de mantenimiento, reparaciones y mobiliario. Pueden llevar registros internos y asignar habitaciones. Pueden remitir a los residentes a servicios de asesoramiento si fuera necesario.
39-9099.99	Otros trabajadores de los cuidados y los servicios personales	Todos los trabajadores de los cuidados y los servicios personales no clasificados bajo otros epígrafes.
41-1011.00	Supervisores y jefes directos de trabajadores de ventas minoristas	Supervisan directamente a los vendedores de un establecimiento o departamento de ventas. Entre sus tareas se incluyen funciones de gestión, tales como compras, presupuestación, contabilidad y labores de personal, además de las funciones de supervisión.
41-1012.00	Supervisores y jefes directos de trabajadores de ventas no minoristas	Supervisan y coordinan directamente las actividades de los vendedores no minoristas. Pueden desempeñar funciones tales como presupuestación, contabilidad y labores de personal, además de las funciones de supervisión.
41-2011.00	Cajeros	Reciben y dan dinero en establecimientos que no son instituciones financieras. Generalmente entraña el uso de escáner electrónico, cajas registradoras o equipos afines. A menudo participan en transacciones de tarjetas de crédito o débito y en la validación de cheques.
41-2012.00	Personal de sala de juego encargado del canje y cajeros de ventanilla	Dan a clientes monedas o fichas a cambio de dinero. Pueden emitir pagarés y hacer que el cliente firme un recibo cuando las ganancias exceden la cantidad existente en la máquina tragamonedas. Pueden operar una ventanilla en la zona de máquinas tragamonedas, abastecer a los encargados del canje con el fondo de caja correspondiente al inicio del turno o contar y hacer el arqueo de caja.
41-2021.00	Empleados de mostrador y alquiler	Reciben solicitudes de reparación, alquiler y servicios. Pueden describir opciones disponibles, calcular costos y aceptar pagos.
41-2022.00	Vendedores de piezas	Venden equipos y piezas de repuesto y recambio en talleres de reparación o tiendas de piezas de repuesto.
41-2031.00	Vendedores minoristas	Venden mercancía, como muebles, vehículos motores, aparatos eléctricos o prendas de vestir en un establecimiento minorista.
41-3011.00	Agentes de ventas de publicidad	Venden u ofrecen servicios de publicidad, incluidas artes gráficas, espacios publicitarios en publicaciones, letreros por encargo o publicidad radial o televisiva. Pueden alquilar espacios para publicidad en exteriores o convencer a vendedores minoristas de que usen anuncios promocionales.
41-3021.00	Agentes de ventas de seguros	Venden seguros de vida, propiedades, contra siniestros, de salud, vehículos automotores o de otro tipo. Pueden enviar clientes a agentes independientes, trabajar como agentes independientes o ser empleados de una compañía de seguros.
41-3031.00	Agentes de venta de valores, bienes muebles y servicios financieros	Compran y venden valores en empresas de inversiones y comerciales o contactan a empresas o a particulares para vender servicios financieros. Prestan servicios financieros tales como asesoramiento en materia de préstamos, impuestos y valores. Pueden asesorar a sus clientes en asuntos referidos a acciones, bonos y condiciones del mercado.
41-3031.01	Agentes de ventas de títulos y de mercancías	Compran y venden títulos de inversión en compañías de comercio y de inversión; desarrollan y llevan a cabo planes financieros para individuos, empresas y organizaciones.
41-3031.02	Agentes de ventas de servicios financieros	Ofrecen servicios de asesoría financiera a clientes de instituciones financieras y de empresas de negocios respecto a préstamos, impuestos y títulos.
41-3041.00	Agentes de viaje	Planean y venden transporte y alojamiento a clientes de agencias de viaje. Determinan destinos, modos de transporte, fechas de viaje, costos y alojamiento requeridos.
41-3099.99	Otros representantes de ventas, servicios	Todos los representantes de ventas de servicios no clasificados bajo otros epígrafes.
41-4011.00	Representantes de ventas, ventas mayoristas y manufacturas, productos técnicos y científicos	Venden mercancías en nombre de mayoristas o fabricantes para los que se requieren conocimientos técnicos o científicos en ámbitos tales como biología, ingeniería, química y electrónica, que normalmente se obtienen luego de cursar al menos dos años de enseñanza superior.
41-4011.01	Representantes de ventas de productos agrícolas	Venden productos y servicios agrícolas, como alimentos para animales, equipo para granjas y jardines y suministros lácteos, avícolas y veterinarios.
41-4011.02	Representantes de ventas de productos químicos y farmacéuticos	Venden productos o servicios químicos o farmacéuticos, como ácidos, químicos industriales, químicos agrícolas, medicamentos, fármacos y suministros que se utilizan para el tratamiento de aguas.
41-4011.03	Representantes de ventas de productos eléctricos y electrónicos	Venden productos o servicios eléctricos, electrónicos o relacionados, como equipos de comunicación, equipos y servicios de inspección radiográfica, equipos ultrasónicos, partes electrónicas, computadoras y sistemas de PED.
41-4011.04	Representantes de ventas de equipo y suministros mecánicos	Venden equipo, maquinaria, materiales y suministros mecánicos, tales como equipo y repuestos de aeronaves y de ferrocarril, maquinaria para la construcción, equipo para el manejo de material, maquinaria industrial y equipo para soldar.
41-4011.05	Representantes de ventas de productos para médicos	Venden equipo, productos y servicios médicos. No se incluye a los representantes de ventas farmacéuticos.
41-4011.06	Representantes de ventas de instrumentos	Venden instrumentos de precisión, tales como dinamómetros y escalas de resorte e instrumentos de laboratorio, de navegación y de vigilancia.
41-4012.00	Representantes de ventas, ventas mayoristas y manufacturas, excepto productos técnicos y científicos	Venden mercancías a empresas o grupo de particulares en nombre de mayoristas o fabricantes. El trabajo requiere un conocimiento profundo de los artículos que venden.
41-9011.00	Demostradores y promotores de productos	Hacen demostraciones de la mercancía y responden preguntas con el fin de despertar el interés del público en comprar el producto. Pueden vender la mercancía mostrada.
41-9012.00	Modelos	Modelan confecciones y prendas de vestir para mostrarlos ante posibles compradores en exhibiciones de moda, muestras particulares, establecimientos minoristas o fotógrafos. Pueden posar para fotos que se usarán con fines publicitarios. Pueden posar para pinturas, esculturas y otros tipos de manifestaciones artísticas.
41-9021.00	Corredores inmobiliarios	Operan oficinas inmobiliarias o trabajan para compañías comerciales de bienes raíces y fiscalizan transacciones inmobiliarias. Entre sus funciones generalmente se incluyen venta de bienes raíces, alquiler de propiedades o trámites de préstamos.
41-9022.00	Agentes inmobiliarios	Alquilan, compran o venden propiedades en nombre de sus clientes. Se ocupan de cuestiones como el estudio de catálogos de propiedades, entrevistan a posibles clientes, acompañan a clientes a propiedades, analizan condiciones de venta y redactan contratos inmobiliarios. Se incluye a agentes que representan al comprador.
41-9031.00	Ingenieros de ventas	Vende bienes o servicios comerciales cuya venta exige una formación técnica equivalente al título de licenciado en ingeniería.
41-9041.00	Especialistas de mercadeo telefónico	Ofrecen bienes o servicios mediante llamadas telefónicas.
41-9091.00	Vendedores a domicilio, vendedores de periódicos, vendedores ambulantes y afines	Venden bienes o servicios a domicilio o en la calle.
41-9099.99	Otros vendedores y afines	Todos los vendedores y afines no clasificados bajo otros epígrafes.
43-1011.00	Supervisores y jefes directos de empleados de oficina y de apoyo administrativo	Supervisan y coordinan actividades de los empleados de oficina y de apoyo administrativo.
43-1011.01	Supervisores de primera línea de servicio al cliente	Supervisan y coordinan las actividades de los empleados que se encargan de proporcionar servicio al cliente.
43-1011.02	Supervisores de primera línea para apoyo administrativo	Supervisan y coordinan las actividades de los empleados que se encargan de proporcionar apoyo administrativo.
43-2011.00	Operadores de centralita, incluido servicio de mensajes	Operan centralitas o equipos de sistemas telefónicos comerciales para trasmitir llamadas que entran o salen y llamadas entre diferentes oficinas. Pueden dar información a los que llaman y grabar mensajes.
43-2021.00	Telefonistas	Brindan información que buscan en directorios alfabéticos y geográficos. Ayudan a clientes con solicitudes especiales de facturación, tales como cobros a terceros y créditos o  reembolsos por números marcados en forma incorrecta o conexiones defectuosas. Pueden ocuparse de llamadas urgentes y ayudar a niños o discapacitados físicos a hacer llamadas telefónicas.
43-2021.01	Operadores que proporcionan información vía telefónica	Proporcionan información vía telefónica desde el conmutador de la oficina central. Consultan directorios o guías organizadas ya sea en orden alfabético o por ubicación geográfica para responder a preguntas o hacer sugerencias sobre donde encontrar las respuestas.
43-2021.02	Operadores de teléfonos de la oficina central	Manejan los conmutadores telefónicos para enlazar llamadas o para ayudar a los clientes a hacer sus llamadas telefónicas locales o de larga distancia.
43-2099.99	Otros operadores de equipos misceláneos de comunicaciones	Todos los operadores de equipos de comunicaciones no clasificados bajo otros epígrafes.
43-3011.00	Cobradores de facturas y cuentas	Localizan y avisan a clientes por correo, teléfono o visitas personales de cuentas en mora para solicitar su pago. Sus funciones incluyen recibir pagos y enviar la cantidad a la cuenta del cliente; preparar estados de cuenta para el departamento de crédito si el cliente no responde; iniciar trámites de recuperación o desconexión de servicio; llevar registros de cobros y situación de cuentas.
43-3021.00	Operadores de máquinas y empleados de facturación y asientos	Compilan, calculan y llevan registros de facturas, contabilidad, estadísticas y otros datos numéricos a los fines de facturación. Preparan facturas de cuentas por concepto de servicios prestados, entrega o envío de mercancías.
43-3021.01	Empleados bancarios de estados de cuentas	Preparan y distribuyen los estados de cuentas bancarios a los clientes, proporcionan información y hacen conciliaciones sobre las discrepancias en archivos y cuentas.
43-3021.02	Empleados de facturación, costos y tasas	Recopilan datos, calculan cuotas y cargos y preparan recibos con propósitos de facturación. Sus responsabilidades incluyen calcular los costos y las tarifas de artículos, servicios y costo de embarque de los mismos; envío de información; mantienen el registro de otros archivos importantes. El uso de una computadora o máquina de escribir, calculadora, maquinas sumadoras y de contabilidad puede ser requerido para el desarrollo de estas actividades.
43-3021.03	Operadores de máquinas para facturar, enviar información y hacer cálculos	Manejan máquinas que ejecutan operaciones matemáticas de manera automática, como sumar, restar, multiplicar y dividir, con el objeto de calcular y registrar datos sobre facturación, contabilidad, estadística, entre otras. Sus responsabilidades incluyen manejar máquinas especiales para facturar, a fin de preparar estados de cuenta, comprobantes y facturas; también manejan máquinas de contabilidad para copiar y enviar información, hacen cálculos y recopilan los registros de las operaciones.
43-3031.00	Empleados de teneduría de libros, contabilidad y auditoría	Realizan cálculos, clasifican y llevan registros de datos numéricos para mantener al día los registros financieros. Llevan a cabo diversas tareas rutinarias de cálculo, asiento y verificación  a fin de obtener datos financieros primarios para llevarlos los el registros contables. También pueden comprobar la precisión de cifras, cálculos y asientos referidos a transacciones comerciales asentadas por otros trabajadores.
43-3041.00	Taquilleros de salones de juegos	En un establecimiento de juegos, efectúan transacciones financieras para los clientes.  Pueden reconciliar resúmenes diarios de transacciones con libros de balance.  Aceptan  solicitudes de crédito de los clientes y verifican referencias de crédito para autorizar el cobro en efectivo de cheques o abrir cuentas de crédito internas.  Pueden vender fichas o boletos de juego a clientes o a otros trabajadores para que los revendan a clientes. Pueden cambiar fichas o boletos por dinero a solicitud del cliente. Pueden usar caja registradora o computadora para asentar la transacción.
43-3051.00	Empleados encargados de nóminas y puntualidad	Compilan y registran datos referidos al horario y nómina de los empleados. Pueden calcular tiempo trabajado, producción y comisión de los empleados. Pueden calcular y asentar salarios y descuentos. Pueden preparar cheques de salarios.
43-3061.00	Empleados de adquisiciones	Compilan información y registros para preparar órdenes de compra para la adquisición de materiales y servicios.
43-3071.00	Cajeros	Reciben y pagan dinero. Llevan registros de efectivo e instrumentos negociables relacionados con diferentes transacciones de una institución financiera.
43-4011.00	Empleados de registros de títulos y acciones	Realizan funciones administrativas que entrañan la compra o venta de valores. Sus funciones incluyen confeccionar órdenes para la compra y venta de acciones, computar impuestos por concepto de transferencia de bienes, comprobar transacciones de acciones, aceptar y entregar valores, seguir las fluctuaciones en el precio de acciones, calcular el capital social, distribuir dividendos y llevar registros de propiedades e inversiones y transacciones diarias.
43-4021.00	Empleados de correspondencia	Redactan cartas en respuesta a solicitudes de mercancía, reclamaciones por concepto de daños y perjuicios, créditos y otra información, cuentas en mora, facturación incorrecta o servicios insatisfactorios. Sus funciones pueden incluir recoger datos para redactar respuestas y mecanografiar correspondencia.
43-4031.00	Empleados de tribunales, municipales y de licencias	Realizan funciones administrativas en tribunales, municipios, oficinas y organismos oficiales para la concesión de licencias. Pueden preparar la lista de causas que se juzgarán; obtener información para magistrados y el tribunal; preparar proyectos de orden del día o reglamentos para ayuntamientos o concejos municipales; responder correspondencia oficial; llevar registros y cuentas fiscales; emitir licencias o permisos; asentar información, aplicar pruebas o cobrar honorarios.
43-4031.01	Secretarios de tribunales	Desempeñan funciones administrativas en los tribunales. Preparan las actas para los juicios pendientes. Proporcionan información a los jueces y se ponen en contacto con los testigos, los abogados y los litigantes para obtener información para el tribunal.
43-4031.02	Empleados municipales	Redactan las órdenes del día y los estatutos de la ciudad o del municipio; registran las actas de las asambleas del consejo; responden la correspondencia oficial; llevan los registros y las cuentas fiscales y preparan informes sobre las necesidades de la ciudadanía.
43-4031.03	Empleados encargados de expedir licencias	Expiden licencias o permisos a los candidatos calificados. Obtienen la información necesaria; registran los datos; informan a los candidatos sobre los requisitos; cobran las tarifas correspondientes y expiden las licencias. Pueden tomar pruebas verbales, por escrito, visuales y de desempeño.
43-4041.00	Autorizadores, verificadores y empleados de créditos	Autorizan créditos con cargo a las cuentas de clientes. Investigan los antecedentes y la situación crediticia de particulares o establecimientos comerciales que solicitan crédito. Pueden entrevistar a solicitantes para obtener información personal y financiera; determinar solvencia; tramitar solicitudes; y avisar a los clientes de la aceptación o el rechazo del crédito.
43-4041.01	Encargados de la autorización de créditos	Dan autorización de crédito a las cuentas de los clientes.
43-4041.02	Investigadores crediticios	Investigan la historia de crédito de las personas o de las empresas que solicitan crédito. Llaman por teléfono o escriben a los departamentos de crédito de empresas y a tiendas de servicios para obtener información sobre la historia de crédito del solicitante.
43-4051.00	Empleados en trato directo con el público	Se relacionan con los clientes para brindar información en respuesta a averiguaciones sobre productos y servicios y para atender y solucionar quejas. Se excluye a las personas cuyas funciones son principalmente de ventas o reparaciones.
43-4051.01	Empleados encargados de quejas y aclaraciones	Investigan y resuelven las preguntas de los clientes con respecto a la mercancía, servicios, cuentas o líneas de crédito. Evalúan la información pertinente para determinar la veracidad de las quejas de los clientes y la responsabilidad por los errores. Informan a los clientes y al personal correspondiente sobre los resultados de las investigaciones, rectificaciones y sugerencias, tales como cambios de mercancía, devolución de dinero, créditos para las cuentas o cambios en las cuentas de los clientes.
43-4051.02	Representantes de empresas proveedoras de servicios al cliente	Entrevistan a los candidatos para puestos en las áreas de servicios de agua, gas, luz o teléfono. Hablan por teléfono o en persona con el cliente y reciben solicitudes para la instalación, conexión, interrupción o cambio de los servicios.
43-4061.00	Entrevistadores para la selección de beneficiarios, programas del gobierno	Determinan la para la selección de beneficiarios de personas que solicitan asistencia de programas del gobierno y recursos de organismos, tales como bienestar social, prestaciones por concepto de desempleo, seguridad social y vivienda publica.
43-4061.01	Encargados de la recepción de solicitudes para otorgar subsidios por desempleo	Entrevistan a las personas desempleadas y recopilan información para determinar si cumplen con los requisitos para recibir subsidio por desempleo.
43-4061.02	Empleados y entrevistadores encargados de determinar si las personas reúnen los requisitos para recibir asistencia social	Entrevistan e investigan a los solicitantes y beneficiarios para determinar si cumplen con los requisitos para hacer uso de los programas de asistencia social y de los recursos disponibles en las dependencias de las oficinas de asistencia social. Entre sus responsabilidades se encuentran el registrar y evaluar los datos personales y financieros de dichas personas; iniciar los procedimientos para otorgar, modificar, rechazar o dar por terminada la solicitud de esas personas en los diferentes programas de asistencia. Autorizan las cantidades a otorgar y preparan los informes correspondientes. Por lo general, estos empleados reciben una capacitación especializada y ayudan a los trabajadores sociales.
43-4071.00	Empleados de archivo	Archivan correspondencia, tarjetas, facturas, recibos y otros registros en orden alfabético o numérico o según el sistema usado para archivar.  Localizan y sacan materiales de archivo a solicitud.
43-4081.00	Recepcionistas de hotel, motel y centro turístico	Alojan a clientes de hoteles, moteles y centros turísticos, los inscriben y asignan habitaciones, entregan llaves de habitaciones, trasmiten y reciben mensajes, llevan registros de habitaciones ocupadas y de las cuentas de huéspedes, hacen y confirman reservaciones y presentan estados de cuentas y cobran a los huéspedes que se marchan.
